"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"1589","2012-09-05 02:00:00",3,0,1,1,28.7,33.335,84,12.998,0,9,9
"1590","2012-08-15 00:00:00",3,0,1,1,28.7,32.575,61,12.998,8,52,60
"1591","2012-06-18 06:00:00",2,0,1,3,21.32,25,88,8.9981,0,37,37
"1592","2012-09-04 11:00:00",3,0,1,2,30.34,34.85,70,19.0012,39,159,198
"1593","2012-09-02 12:00:00",3,0,0,3,30.34,34.85,70,0,248,297,545
"1594","2012-08-03 04:00:00",3,0,1,1,27.06,30.305,83,16.9979,1,11,12
"1595","2011-01-02 13:00:00",1,0,0,2,14.76,17.425,66,8.9981,11,64,75
"1596","2012-07-08 11:00:00",3,0,0,1,37.72,44.695,42,19.9995,120,269,389
"1597","2011-03-02 01:00:00",1,0,1,1,9.02,11.365,69,12.998,0,4,4
"1598","2012-07-11 20:00:00",3,0,1,1,30.34,33.335,51,11.0014,73,410,483
"1599","2011-01-09 13:00:00",1,0,0,1,8.2,8.335,34,30.0026,6,69,75
"1600","2012-06-19 22:00:00",2,0,1,1,29.52,34.85,79,6.0032,51,240,291
"1601","2011-11-18 04:00:00",4,0,1,1,9.02,11.365,44,11.0014,0,5,5
"1602","2011-09-14 10:00:00",3,0,1,1,28.7,32.575,70,8.9981,27,115,142
"1603","2012-02-14 13:00:00",1,0,1,2,14.76,16.665,40,16.9979,6,167,173
"1604","2012-11-05 20:00:00",4,0,1,1,13.12,15.15,49,16.9979,13,228,241
"1605","2011-06-11 20:00:00",2,0,0,1,27.88,31.82,74,16.9979,95,180,275
"1606","2012-08-16 10:00:00",3,0,1,1,30.34,33.335,48,8.9981,78,121,199
"1607","2012-05-13 23:00:00",2,0,0,2,25.42,31.06,57,15.0013,17,57,74
"1608","2011-09-02 21:00:00",3,0,1,2,26.24,30.305,73,6.0032,28,121,149
"1609","2012-05-05 09:00:00",2,0,0,1,25.42,29.545,78,7.0015,61,223,284
"1610","2012-07-17 16:00:00",3,0,1,1,37.72,40.91,29,11.0014,64,317,381
"1611","2012-03-17 01:00:00",1,0,0,2,18.04,21.97,94,0,12,57,69
"1612","2011-10-04 21:00:00",4,0,1,1,20.5,24.24,72,8.9981,22,144,166
"1613","2012-09-16 03:00:00",3,0,0,1,20.5,24.24,68,0,10,38,48
"1614","2011-09-08 18:00:00",3,0,1,3,26.24,28.03,94,23.9994,2,66,68
"1615","2012-10-07 08:00:00",4,0,0,3,17.22,21.21,67,8.9981,11,51,62
"1616","2011-08-14 00:00:00",3,0,0,3,27.06,30.305,83,19.9995,19,71,90
"1617","2012-03-15 23:00:00",1,0,1,1,19.68,23.485,72,12.998,12,85,97
"1618","2011-06-19 15:00:00",2,0,0,2,30.34,34.09,55,7.0015,146,216,362
"1619","2012-03-13 05:00:00",1,0,1,2,18.86,22.725,82,12.998,0,24,24
"1620","2012-02-06 07:00:00",1,0,1,1,6.56,9.09,86,7.0015,5,229,234
"1621","2012-04-15 12:00:00",2,0,0,1,26.24,31.06,44,19.0012,275,360,635
"1622","2012-02-17 13:00:00",1,0,1,1,16.4,20.455,43,23.9994,34,171,205
"1623","2012-05-18 21:00:00",2,0,1,1,24.6,31.06,40,0,49,209,258
"1624","2012-03-09 11:00:00",1,0,1,2,14.76,16.665,34,23.9994,17,170,187
"1625","2012-07-15 19:00:00",3,0,0,1,29.52,35.605,84,15.0013,109,203,312
"1626","2012-07-01 12:00:00",3,0,0,1,36.9,40.91,37,15.0013,114,319,433
"1627","2011-06-16 19:00:00",2,0,1,1,25.42,28.79,83,19.0012,58,269,327
"1628","2011-04-09 18:00:00",2,0,0,2,15.58,19.695,82,7.0015,48,129,177
"1629","2011-03-10 06:00:00",1,0,1,3,14.76,16.665,0,22.0028,0,12,12
"1630","2012-12-12 01:00:00",4,0,1,1,11.48,13.635,61,15.0013,3,18,21
"1631","2011-04-12 21:00:00",2,0,1,2,17.22,21.21,82,12.998,10,74,84
"1632","2012-02-19 00:00:00",1,0,0,2,13.94,15.15,39,23.9994,9,65,74
"1633","2011-04-15 00:00:00",2,1,0,1,18.04,21.97,67,0,6,21,27
"1634","2012-05-11 01:00:00",2,0,1,1,18.86,22.725,51,8.9981,14,32,46
"1635","2011-06-17 19:00:00",2,0,1,3,26.24,28.79,83,16.9979,53,275,328
"1636","2011-02-08 12:00:00",1,0,1,1,9.84,9.85,38,32.9975,2,63,65
"1637","2012-01-09 07:00:00",1,0,1,2,9.02,12.12,60,7.0015,1,239,240
"1638","2011-12-12 12:00:00",4,0,1,1,11.48,14.395,52,7.0015,7,138,145
"1639","2011-11-13 13:00:00",4,0,0,2,21.32,25,29,27.9993,105,234,339
"1640","2011-08-10 09:00:00",3,0,1,1,31.16,34.09,48,15.0013,32,148,180
"1641","2011-06-16 16:00:00",2,0,1,3,27.06,31.06,69,12.998,36,258,294
"1642","2011-08-16 23:00:00",3,0,1,1,27.06,31.06,65,8.9981,20,57,77
"1643","2011-12-11 16:00:00",4,0,0,1,12.3,16.665,26,0,32,174,206
"1644","2011-02-17 12:00:00",1,0,1,1,19.68,23.485,41,15.0013,15,86,101
"1645","2011-11-19 21:00:00",4,0,0,2,14.76,17.425,62,12.998,29,79,108
"1646","2011-11-07 15:00:00",4,0,1,1,22.96,26.515,37,7.0015,38,132,170
"1647","2012-06-06 13:00:00",2,0,1,1,25.42,31.06,41,6.0032,73,230,303
"1648","2012-11-18 12:00:00",4,0,0,1,16.4,20.455,62,19.0012,101,341,442
"1649","2011-06-13 08:00:00",2,0,1,1,23.78,27.275,49,30.0026,44,432,476
"1650","2011-06-18 19:00:00",2,0,0,2,30.34,33.335,51,7.0015,99,227,326
"1651","2011-09-03 05:00:00",3,0,0,1,25.42,30.305,69,12.998,3,9,12
"1652","2012-11-12 14:00:00",4,1,0,1,23.78,27.275,60,19.0012,134,310,444
"1653","2011-02-05 19:00:00",1,0,0,2,11.48,12.12,93,30.0026,6,78,84
"1654","2012-12-14 21:00:00",4,0,1,1,12.3,15.15,75,11.0014,7,165,172
"1655","2011-01-15 13:00:00",1,0,0,1,11.48,12.88,38,19.9995,21,80,101
"1656","2011-01-19 13:00:00",1,0,1,1,16.4,20.455,62,19.0012,11,67,78
"1657","2011-09-06 23:00:00",3,0,1,3,22.14,25.76,94,16.9979,2,56,58
"1658","2011-01-10 05:00:00",1,0,1,1,4.1,5.305,54,16.9979,0,3,3
"1659","2012-01-17 06:00:00",1,0,1,3,12.3,14.395,75,16.9979,0,57,57
"1660","2011-06-04 22:00:00",2,0,0,1,26.24,31.06,57,15.0013,49,141,190
"1661","2012-05-14 09:00:00",2,0,1,3,22.14,25.76,88,19.0012,5,105,110
"1662","2011-11-12 02:00:00",4,0,0,1,9.84,12.88,65,6.0032,7,39,46
"1663","2011-12-02 20:00:00",4,0,1,1,15.58,19.695,40,19.0012,12,178,190
"1664","2012-01-06 17:00:00",1,0,1,1,18.86,22.725,36,15.0013,20,456,476
"1665","2011-01-04 15:00:00",1,0,1,1,11.48,13.635,52,16.9979,17,48,65
"1666","2011-05-17 05:00:00",2,0,1,3,21.32,25,94,16.9979,0,22,22
"1667","2011-08-04 13:00:00",3,0,1,1,31.16,35.605,58,0,63,142,205
"1668","2012-12-05 20:00:00",4,0,1,1,13.94,15.15,46,26.0027,19,274,293
"1669","2011-08-06 22:00:00",3,0,0,2,28.7,33.335,84,22.0028,24,96,120
"1670","2011-03-09 07:00:00",1,0,1,2,9.84,12.12,87,11.0014,18,123,141
"1671","2011-08-15 04:00:00",3,0,1,1,24.6,28.03,83,8.9981,1,4,5
"1672","2011-08-07 21:00:00",3,0,0,1,29.52,35.605,84,7.0015,36,100,136
"1673","2012-04-16 20:00:00",2,1,0,1,30.34,32.575,37,19.9995,48,327,375
"1674","2011-06-01 05:00:00",2,0,1,2,27.06,29.545,89,6.0032,2,19,21
"1675","2011-07-04 14:00:00",3,1,0,1,32.8,36.365,46,0,235,173,408
"1676","2011-05-14 15:00:00",2,0,0,2,22.14,25.76,94,11.0014,73,221,294
"1677","2012-03-04 00:00:00",1,0,0,2,16.4,20.455,30,23.9994,5,67,72
"1678","2012-03-09 23:00:00",1,0,1,1,13.12,15.15,33,19.9995,9,77,86
"1679","2011-06-05 08:00:00",2,0,0,2,24.6,29.545,73,16.9979,24,74,98
"1680","2011-06-12 03:00:00",2,0,0,1,26.24,28.79,89,19.0012,8,20,28
"1681","2012-04-06 02:00:00",2,0,1,1,14.76,16.665,50,26.0027,6,5,11
"1682","2011-04-04 10:00:00",2,0,1,2,22.14,25.76,45,23.9994,35,55,90
"1683","2011-04-11 17:00:00",2,0,1,1,30.34,33.335,48,35.0008,100,352,452
"1684","2012-12-10 06:00:00",4,0,1,2,15.58,19.695,94,11.0014,2,121,123
"1685","2012-06-05 10:00:00",2,0,1,2,21.32,25,63,19.9995,58,118,176
"1686","2012-10-15 08:00:00",4,0,1,2,24.6,30.305,64,26.0027,24,713,737
"1687","2011-01-03 15:00:00",1,0,1,1,10.66,12.12,30,16.9979,14,58,72
"1688","2012-12-01 21:00:00",4,0,0,2,12.3,16.665,87,0,23,135,158
"1689","2011-03-19 03:00:00",1,0,0,2,22.14,25.76,39,22.0028,1,7,8
"1690","2011-01-11 02:00:00",1,0,1,2,6.56,7.575,55,12.998,0,3,3
"1691","2012-05-08 07:00:00",2,0,1,1,21.32,25,72,19.0012,21,442,463
"1692","2011-08-04 14:00:00",3,0,1,1,32.8,37.88,55,11.0014,53,114,167
"1693","2011-02-07 19:00:00",1,0,1,2,13.12,17.425,70,0,5,123,128
"1694","2011-07-15 00:00:00",3,0,1,1,25.42,29.545,73,15.0013,23,57,80
"1695","2011-09-12 19:00:00",3,0,1,1,27.88,31.82,57,8.9981,63,373,436
"1696","2012-08-14 13:00:00",3,0,1,1,32.8,36.365,46,6.0032,83,203,286
"1697","2011-11-09 12:00:00",4,0,1,1,20.5,24.24,51,11.0014,24,156,180
"1698","2011-01-04 19:00:00",1,0,1,1,9.84,12.88,48,7.0015,2,110,112
"1699","2011-02-09 09:00:00",1,0,1,1,4.92,6.82,39,11.0014,4,119,123
"1700","2012-02-08 03:00:00",1,0,1,1,10.66,15.15,65,0,0,1,1
"1701","2012-07-17 09:00:00",3,0,1,2,33.62,38.635,49,15.0013,32,288,320
"1702","2012-07-04 04:00:00",3,1,0,1,27.88,31.82,69,16.9979,5,11,16
"1703","2012-06-13 22:00:00",2,0,1,1,25.42,31.06,50,19.9995,29,209,238
"1704","2012-01-17 15:00:00",1,0,1,1,18.04,21.97,62,32.9975,6,123,129
"1705","2011-04-19 12:00:00",2,0,1,2,22.14,25.76,64,6.0032,19,84,103
"1706","2012-06-17 00:00:00",2,0,0,1,22.96,26.515,56,8.9981,31,117,148
"1707","2011-01-05 18:00:00",1,0,1,1,9.84,12.12,38,8.9981,3,166,169
"1708","2012-06-06 00:00:00",2,0,1,1,21.32,25,59,6.0032,3,46,49
"1709","2012-07-14 02:00:00",3,0,0,2,28.7,32.575,54,7.0015,10,91,101
"1710","2011-03-17 12:00:00",1,0,1,1,20.5,24.24,45,15.0013,24,81,105
"1711","2011-03-09 23:00:00",1,0,1,3,13.94,16.665,93,12.998,1,17,18
"1712","2011-11-15 17:00:00",4,0,1,2,20.5,24.24,72,12.998,29,422,451
"1713","2011-01-04 09:00:00",1,0,1,1,6.56,7.575,64,15.0013,2,98,100
"1714","2011-12-02 01:00:00",4,0,1,1,9.84,14.395,75,0,1,14,15
"1715","2012-02-11 10:00:00",1,0,0,3,9.02,12.12,93,7.0015,23,143,166
"1716","2011-01-08 04:00:00",1,0,0,3,7.38,9.85,55,11.0014,0,1,1
"1717","2012-10-03 15:00:00",4,0,1,2,29.52,34.09,62,11.0014,59,260,319
"1718","2012-03-06 08:00:00",1,0,1,1,6.56,9.09,59,7.0015,14,487,501
"1719","2012-09-13 09:00:00",3,0,1,1,24.6,30.305,64,6.0032,46,292,338
"1720","2011-10-07 00:00:00",4,0,1,1,18.04,21.97,88,0,19,48,67
"1721","2011-01-19 17:00:00",1,0,1,1,14.76,16.665,57,22.0028,7,190,197
"1722","2011-03-02 16:00:00",1,0,1,1,22.14,25.76,19,22.0028,27,112,139
"1723","2012-12-02 10:00:00",4,0,0,2,12.3,16.665,87,0,63,230,293
"1724","2012-03-09 17:00:00",1,0,1,1,18.86,22.725,24,26.0027,68,498,566
"1725","2012-11-08 21:00:00",4,0,1,1,14.76,16.665,37,26.0027,11,222,233
"1726","2012-11-18 23:00:00",4,0,0,1,14.76,17.425,66,15.0013,6,53,59
"1727","2012-08-04 02:00:00",3,0,0,1,29.52,35.605,84,8.9981,20,64,84
"1728","2011-04-15 04:00:00",2,1,0,1,15.58,19.695,82,6.0032,0,3,3
"1729","2011-09-03 22:00:00",3,0,0,1,27.88,31.82,83,7.0015,66,96,162
"1730","2012-03-08 03:00:00",1,0,1,1,18.86,22.725,63,26.0027,0,3,3
"1731","2011-01-03 23:00:00",1,0,1,1,7.38,10.605,55,7.0015,1,11,12
"1732","2011-09-12 16:00:00",3,0,1,1,29.52,33.335,48,0,60,238,298
"1733","2012-09-16 18:00:00",3,0,0,1,25.42,31.06,50,11.0014,120,361,481
"1734","2011-08-17 09:00:00",3,0,1,1,30.34,33.335,48,6.0032,31,178,209
"1735","2012-03-11 03:00:00",1,0,0,1,9.84,12.12,60,8.9981,15,51,66
"1736","2012-11-12 13:00:00",4,1,0,1,24.6,30.305,60,15.0013,108,312,420
"1737","2012-05-05 20:00:00",2,0,0,1,24.6,28.79,78,16.9979,100,209,309
"1738","2012-01-12 22:00:00",1,0,1,1,15.58,19.695,76,19.9995,12,121,133
"1739","2012-07-17 07:00:00",3,0,1,2,30.34,34.85,70,0,26,500,526
"1740","2012-11-19 11:00:00",4,0,1,2,15.58,19.695,66,16.9979,33,164,197
"1741","2012-05-12 20:00:00",2,0,0,1,25.42,31.06,46,11.0014,113,174,287
"1742","2011-05-02 00:00:00",2,0,1,1,18.86,22.725,72,8.9981,68,109,177
"1743","2011-05-14 21:00:00",2,0,0,3,22.14,25.76,94,15.0013,15,44,59
"1744","2011-06-08 08:00:00",2,0,1,1,31.16,35.605,58,11.0014,46,435,481
"1745","2011-10-03 23:00:00",4,0,1,2,16.4,20.455,82,7.0015,11,43,54
"1746","2011-11-01 05:00:00",4,0,1,1,13.12,15.91,81,12.998,0,18,18
"1747","2011-03-16 01:00:00",1,0,1,3,12.3,13.635,100,19.9995,1,2,3
"1748","2011-07-08 15:00:00",3,0,1,2,32.8,39.395,63,23.9994,39,102,141
"1749","2012-08-14 11:00:00",3,0,1,1,30.34,34.09,62,0,69,127,196
"1750","2011-08-14 12:00:00",3,0,0,2,28.7,33.335,79,15.0013,98,183,281
"1751","2011-02-01 15:00:00",1,0,1,2,9.84,14.395,75,0,7,45,52
"1752","2011-02-09 20:00:00",1,0,1,3,5.74,7.575,86,11.0014,0,84,84
"1753","2011-02-02 08:00:00",1,0,1,3,9.02,10.605,93,15.0013,1,154,155
"1754","2012-04-18 02:00:00",2,0,1,2,20.5,24.24,42,12.998,1,8,9
"1755","2011-06-14 12:00:00",2,0,1,1,26.24,31.06,41,23.9994,30,139,169
"1756","2011-09-03 09:00:00",3,0,0,2,27.06,31.06,69,16.9979,83,118,201
"1757","2011-03-15 21:00:00",1,0,1,3,13.12,16.665,81,7.0015,2,53,55
"1758","2012-03-19 12:00:00",1,0,1,1,24.6,30.305,64,16.9979,71,211,282
"1759","2012-07-15 13:00:00",3,0,0,1,35.26,39.395,41,7.0015,171,309,480
"1760","2012-09-19 09:00:00",3,0,1,1,22.14,25.76,60,16.9979,26,336,362
"1761","2011-04-12 13:00:00",2,0,1,3,22.14,25.76,68,19.0012,22,84,106
"1762","2012-12-14 08:00:00",4,0,1,1,8.2,11.365,69,6.0032,13,623,636
"1763","2012-05-17 09:00:00",2,0,1,1,22.14,25.76,52,27.9993,57,289,346
"1764","2012-06-12 15:00:00",2,0,1,3,27.06,29.545,89,12.998,22,94,116
"1765","2011-03-08 21:00:00",1,0,1,1,12.3,14.395,49,12.998,7,68,75
"1766","2011-12-16 14:00:00",4,0,1,2,13.94,15.91,42,15.0013,13,115,128
"1767","2012-07-18 22:00:00",3,0,1,1,31.16,35.605,58,6.0032,42,246,288
"1768","2011-11-04 09:00:00",4,0,1,2,17.22,21.21,71,31.0009,15,239,254
"1769","2011-04-10 18:00:00",2,0,0,1,20.5,24.24,77,12.998,103,137,240
"1770","2011-05-18 17:00:00",2,0,1,1,24.6,29.545,69,8.9981,78,487,565
"1771","2012-02-08 15:00:00",1,0,1,3,12.3,15.91,61,7.0015,5,49,54
"1772","2012-12-14 09:00:00",4,0,1,1,9.84,12.12,75,8.9981,13,330,343
"1773","2012-06-06 09:00:00",2,0,1,1,22.96,26.515,60,6.0032,35,268,303
"1774","2012-11-08 00:00:00",4,0,1,3,11.48,13.635,61,15.0013,1,14,15
"1775","2012-07-08 15:00:00",3,0,0,3,37.72,44.695,42,19.0012,80,218,298
"1776","2011-05-18 13:00:00",2,0,1,2,22.96,26.515,83,22.0028,30,92,122
"1777","2012-12-05 19:00:00",4,0,1,1,15.58,19.695,43,23.9994,14,400,414
"1778","2011-01-03 06:00:00",1,0,1,1,5.74,5.305,50,26.0027,0,30,30
"1779","2012-10-09 02:00:00",4,0,1,3,14.76,16.665,87,16.9979,2,5,7
"1780","2011-09-14 11:00:00",3,0,1,1,29.52,34.09,66,11.0014,43,121,164
"1781","2011-10-11 00:00:00",4,0,1,2,22.14,25.76,88,0,14,16,30
"1782","2012-03-18 00:00:00",1,0,0,1,18.86,22.725,88,12.998,27,80,107
"1783","2011-05-16 15:00:00",2,0,1,1,29.52,33.335,51,0,55,110,165
"1784","2011-10-06 01:00:00",4,0,1,1,19.68,23.485,63,12.998,5,17,22
"1785","2011-05-17 10:00:00",2,0,1,3,22.14,25.76,88,16.9979,31,73,104
"1786","2011-03-07 21:00:00",1,0,1,1,11.48,13.635,38,15.0013,1,53,54
"1787","2011-05-01 17:00:00",2,0,0,2,19.68,23.485,82,16.9979,60,136,196
"1788","2012-01-09 10:00:00",1,0,1,1,9.84,14.395,60,0,13,95,108
"1789","2012-04-11 14:00:00",2,0,1,1,14.76,17.425,57,12.998,34,101,135
"1790","2011-07-15 17:00:00",3,0,1,1,30.34,33.335,42,16.9979,104,483,587
"1791","2012-07-13 19:00:00",3,0,1,1,30.34,33.335,51,11.0014,103,385,488
"1792","2011-03-08 20:00:00",1,0,1,1,13.12,16.665,39,6.0032,2,74,76
"1793","2012-07-04 21:00:00",3,1,0,1,34.44,40.15,53,8.9981,222,362,584
"1794","2011-12-12 10:00:00",4,0,1,2,9.02,12.12,69,7.0015,14,91,105
"1795","2012-04-08 19:00:00",2,0,0,1,24.6,30.305,23,26.0027,89,187,276
"1796","2012-10-05 19:00:00",4,0,1,1,25.42,29.545,73,11.0014,67,433,500
"1797","2012-12-04 03:00:00",4,0,1,2,16.4,20.455,87,8.9981,1,3,4
"1798","2012-08-14 18:00:00",3,0,1,1,31.16,35.605,62,19.0012,97,757,854
"1799","2012-10-05 03:00:00",4,0,1,1,22.14,25.76,73,0,5,11,16
"1800","2012-07-07 05:00:00",3,0,0,1,30.34,35.605,74,12.998,2,12,14
"1801","2011-05-16 03:00:00",2,0,1,1,20.5,24.24,94,11.0014,1,3,4
"1802","2011-01-11 18:00:00",1,0,1,3,6.56,9.09,93,7.0015,1,94,95
"1803","2012-08-10 00:00:00",3,0,1,1,28.7,32.575,65,6.0032,17,68,85
"1804","2012-06-11 18:00:00",2,0,1,2,32.8,36.365,43,19.9995,105,726,831
"1805","2011-10-13 02:00:00",4,0,1,2,22.14,25.76,94,0,0,4,4
"1806","2012-05-04 14:00:00",2,0,1,2,27.06,31.06,74,19.0012,83,159,242
"1807","2011-12-07 14:00:00",4,0,1,3,18.04,21.97,100,12.998,1,24,25
"1808","2012-12-17 19:00:00",4,0,1,2,17.22,21.21,88,8.9981,7,333,340
"1809","2011-10-05 00:00:00",4,0,1,1,19.68,23.485,77,8.9981,7,36,43
"1810","2012-07-01 05:00:00",3,0,0,1,27.88,31.82,79,7.0015,3,7,10
"1811","2011-12-10 23:00:00",4,0,0,1,8.2,10.605,47,11.0014,5,61,66
"1812","2011-04-02 22:00:00",2,0,0,1,13.12,15.15,61,19.9995,14,41,55
"1813","2011-02-03 01:00:00",1,0,1,1,8.2,7.575,44,35.0008,0,5,5
"1814","2011-04-03 23:00:00",2,0,0,1,16.4,20.455,50,6.0032,9,22,31
"1815","2012-08-02 19:00:00",3,0,1,1,32.8,39.395,63,11.0014,98,509,607
"1816","2012-05-15 01:00:00",2,0,1,3,22.96,26.515,88,8.9981,5,14,19
"1817","2011-04-18 03:00:00",2,0,1,1,17.22,21.21,62,7.0015,6,1,7
"1818","2012-01-08 18:00:00",1,0,0,1,13.94,15.91,46,15.0013,19,162,181
"1819","2012-09-17 04:00:00",3,0,1,1,20.5,24.24,77,0,2,9,11
"1820","2012-02-05 16:00:00",1,0,0,1,12.3,14.395,56,15.0013,35,261,296
"1821","2012-08-04 09:00:00",3,0,0,1,31.98,37.88,65,15.0013,61,217,278
"1822","2012-03-14 12:00:00",1,0,1,2,26.24,31.06,29,0,55,212,267
"1823","2012-06-13 19:00:00",2,0,1,1,28.7,31.82,34,26.0027,123,548,671
"1824","2011-02-07 00:00:00",1,0,1,1,9.84,14.395,65,0,1,14,15
"1825","2011-04-02 15:00:00",2,0,0,3,13.94,15.15,76,26.0027,72,64,136
"1826","2011-09-13 03:00:00",3,0,1,1,23.78,27.275,83,0,2,2,4
"1827","2011-01-07 02:00:00",1,0,1,2,8.2,9.85,69,15.0013,0,1,1
"1828","2011-10-03 09:00:00",4,0,1,2,16.4,20.455,66,6.0032,12,141,153
"1829","2012-03-12 16:00:00",1,0,1,1,25.42,31.06,35,30.0026,77,255,332
"1830","2012-01-10 07:00:00",1,0,1,2,7.38,9.85,93,11.0014,3,219,222
"1831","2012-10-16 08:00:00",4,0,1,1,18.04,21.97,62,0,35,800,835
"1832","2012-08-09 14:00:00",3,0,1,1,36.08,38.635,32,15.0013,86,161,247
"1833","2011-04-05 14:00:00",2,0,1,2,14.76,15.91,57,32.9975,9,67,76
"1834","2011-06-06 12:00:00",2,0,1,1,31.16,33.335,37,11.0014,25,128,153
"1835","2011-11-01 16:00:00",4,0,1,1,19.68,23.485,44,11.0014,46,252,298
"1836","2012-06-14 20:00:00",2,0,1,1,27.06,31.06,65,16.9979,84,351,435
"1837","2011-09-11 03:00:00",3,0,0,2,25.42,29.545,78,6.0032,15,30,45
"1838","2012-01-14 06:00:00",1,0,0,1,5.74,7.575,50,0,0,5,5
"1839","2011-01-13 02:00:00",1,0,1,1,5.74,6.06,50,23.9994,0,2,2
"1840","2012-05-02 19:00:00",2,0,1,1,22.14,25.76,77,16.9979,43,461,504
"1841","2011-06-09 06:00:00",2,0,1,2,29.52,35.605,84,6.0032,13,105,118
"1842","2011-07-13 06:00:00",3,0,1,1,30.34,34.09,58,11.0014,18,103,121
"1843","2011-11-04 15:00:00",4,0,1,1,18.86,22.725,44,26.0027,45,192,237
"1844","2011-08-06 04:00:00",3,0,0,2,27.06,30.305,83,11.0014,5,5,10
"1845","2012-11-18 14:00:00",4,0,0,1,16.4,20.455,62,19.9995,125,303,428
"1846","2012-04-15 23:00:00",2,0,0,1,27.06,31.06,50,26.0027,25,65,90
"1847","2011-11-16 19:00:00",4,0,1,3,18.86,22.725,88,26.0027,3,108,111
"1848","2011-06-17 14:00:00",2,0,1,1,31.16,34.85,52,12.998,73,142,215
"1849","2011-04-15 15:00:00",2,1,0,1,22.14,25.76,52,30.0026,50,112,162
"1850","2011-12-18 01:00:00",4,0,0,1,8.2,11.365,69,7.0015,3,43,46
"1851","2011-10-16 18:00:00",4,0,0,1,22.96,26.515,49,30.0026,102,226,328
"1852","2012-05-02 01:00:00",2,0,1,1,22.96,26.515,83,0,8,7,15
"1853","2012-04-03 20:00:00",2,0,1,1,22.96,26.515,24,8.9981,54,325,379
"1854","2012-07-16 01:00:00",3,0,1,2,28.7,33.335,74,12.998,1,10,11
"1855","2012-09-08 09:00:00",3,0,0,1,28.7,33.335,74,26.0027,87,261,348
"1856","2012-01-01 00:00:00",1,0,0,1,14.76,18.94,66,0,5,43,48
"1857","2012-03-09 18:00:00",1,0,1,1,18.04,21.97,26,35.0008,30,440,470
"1858","2011-06-17 06:00:00",2,0,1,1,22.96,26.515,94,0,8,89,97
"1859","2012-10-10 22:00:00",4,0,1,1,18.86,22.725,55,19.9995,27,170,197
"1860","2012-08-17 05:00:00",3,0,1,1,26.24,12.12,73,7.0015,2,34,36
"1861","2012-09-09 00:00:00",3,0,0,2,22.96,26.515,73,12.998,18,106,124
"1862","2012-01-18 00:00:00",1,0,1,2,18.86,22.725,77,22.0028,3,14,17
"1863","2012-06-08 22:00:00",2,0,1,1,27.88,31.82,41,7.0015,61,230,291
"1864","2012-12-06 23:00:00",4,0,1,1,9.84,12.12,65,11.0014,0,93,93
"1865","2011-09-17 21:00:00",3,0,0,2,20.5,24.24,72,12.998,49,121,170
"1866","2012-08-11 16:00:00",3,0,0,1,32.8,36.365,46,19.9995,227,304,531
"1867","2011-04-06 03:00:00",2,0,1,1,10.66,13.635,60,8.9981,0,4,4
"1868","2011-10-13 22:00:00",4,0,1,1,25.42,28.79,83,12.998,13,101,114
"1869","2011-03-05 00:00:00",1,0,0,2,11.48,14.395,81,7.0015,4,15,19
"1870","2012-12-14 13:00:00",4,0,1,1,14.76,17.425,50,15.0013,39,274,313
"1871","2011-11-14 03:00:00",4,0,1,1,18.04,21.97,67,19.0012,4,3,7
"1872","2012-10-13 01:00:00",4,0,0,1,13.94,16.665,53,8.9981,23,123,146
"1873","2011-07-08 20:00:00",3,0,1,1,27.06,30.305,83,11.0014,30,220,250
"1874","2012-10-15 22:00:00",4,0,1,1,20.5,24.24,59,19.0012,8,118,126
"1875","2011-09-18 12:00:00",3,0,0,1,22.14,25.76,64,8.9981,135,229,364
"1876","2011-04-16 02:00:00",2,0,0,2,14.76,17.425,87,8.9981,5,19,24
"1877","2012-01-19 09:00:00",1,0,1,1,4.92,9.85,54,0,6,204,210
"1878","2011-08-13 13:00:00",3,0,0,2,30.34,35.605,74,22.0028,61,92,153
"1879","2011-04-07 05:00:00",2,0,1,1,13.94,15.91,76,15.0013,0,6,6
"1880","2012-08-19 08:00:00",3,0,0,2,26.24,30.305,69,7.0015,34,90,124
"1881","2011-08-14 14:00:00",3,0,0,1,30.34,34.85,70,12.998,126,244,370
"1882","2011-05-14 22:00:00",2,0,0,3,22.14,25.76,94,11.0014,7,19,26
"1883","2011-01-08 11:00:00",1,0,0,2,8.2,9.09,69,26.0027,2,60,62
"1884","2012-10-19 16:00:00",4,0,1,3,25.42,30.305,69,23.9994,131,434,565
"1885","2012-04-04 22:00:00",2,0,1,1,22.96,26.515,22,11.0014,30,151,181
"1886","2011-08-14 03:00:00",3,0,0,2,26.24,28.03,94,16.9979,5,22,27
"1887","2011-11-01 11:00:00",4,0,1,1,18.86,22.725,63,7.0015,16,101,117
"1888","2011-08-17 02:00:00",3,0,1,1,27.06,31.06,69,0,0,6,6
"1889","2012-04-09 21:00:00",2,0,1,3,19.68,23.485,41,27.9993,14,151,165
"1890","2012-10-09 10:00:00",4,0,1,2,18.04,21.97,75,15.0013,33,131,164
"1891","2012-10-12 12:00:00",4,0,1,1,22.14,25.76,39,31.0009,75,312,387
"1892","2012-06-14 08:00:00",2,0,1,1,24.6,30.305,64,22.0028,37,682,719
"1893","2011-04-08 21:00:00",2,0,1,2,12.3,14.395,93,16.9979,11,43,54
"1894","2012-06-02 01:00:00",2,0,0,2,22.96,26.515,83,7.0015,15,61,76
